"test_code","test_name","category","active_rate_npr","active_rate_paisa","rate_status","rate_source","effective_from","needs_admin_price"
"CLP-0032","Stool Ova & Parasite Examination","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0033","Stool RBC","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0034","Stool WBC/Pus Cells","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0035","Fecal Calprotectin","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0036","Fecal Lactoferrin","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0037","Pancreatic Elastase, Stool","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0038","Semen Analysis","Andrology","500.00","50000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538783+00:00","FALSE"
"CLP-0039","Semen Volume","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0040","Semen pH","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0041","Sperm Concentration","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0042","Total Sperm Count","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0043","Progressive Motility","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0044","Non-progressive Motility","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0045","Immotile Sperm","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0046","Normal Morphology","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0047","Sperm Vitality","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0048","Round Cells","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0049","Semen Fructose","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0050","Antisperm Antibody","Andrology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0051","CSF Total Cell Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0052","CSF RBC Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0053","CSF Differential Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0054","CSF Appearance","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0055","Pleural Fluid Total Cell Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0056","Pleural Fluid RBC Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0057","Pleural Fluid Differential Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0058","Pleural Fluid Appearance","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0059","Ascitic Fluid Total Cell Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0060","Ascitic Fluid RBC Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0061","Ascitic Fluid Differential Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0062","Ascitic Fluid Appearance","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0063","Pericardial Fluid Total Cell Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0064","Pericardial Fluid RBC Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0065","Pericardial Fluid Differential Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0066","Pericardial Fluid Appearance","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0067","Synovial Fluid Total Cell Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0068","Synovial Fluid RBC Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0069","Synovial Fluid Differential Count","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0070","Synovial Fluid Appearance","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0071","Synovial Fluid Crystal Analysis","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0072","CSF Xanthochromia","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0073","Pleural Fluid Hematocrit","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0074","Ascitic Fluid Cell Count & Differential","Body Fluid Analysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0001","Prothrombin Time / INR","Hemostasis","500.00","50000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T13:48:43.598317+00:00","FALSE"
"COA-0002","INR","Hemostasis","350.00","35000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.224418+00:00","FALSE"
"COA-0003","Activated Partial Thromboplastin Time (APTT)","Hemostasis","450.00","45000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.224455+00:00","FALSE"
"COA-0004","Thrombin Time (TT)","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0005","Fibrinogen (Clauss)","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0006","D-Dimer","Hemostasis","1500.00","150000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"COA-0007","Bleeding Time","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0008","Clotting Time","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0009","Factor VIII Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0010","Factor IX Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0011","Factor XI Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0012","Factor XII Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0013","Factor VII Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0014","Factor V Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0015","Factor X Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0016","Factor XIII Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0017","Von Willebrand Factor Antigen","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0018","Von Willebrand Factor Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0019","Protein C Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0020","Protein S Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0021","Antithrombin III Activity","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0022","Lupus Anticoagulant Screen","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0023","dRVVT Screen","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0024","dRVVT Confirm","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0025","Mixing Study PT","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0026","Mixing Study APTT","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0027","Anti-Xa Heparin Assay","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0028","Fibrin Degradation Products","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0029","Platelet Function Screen","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"COA-0030","Platelet Aggregation Studies","Hemostasis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0001","FNAC - Thyroid","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0002","FNAC - Breast","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0003","FNAC - Lymph Node","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0004","FNAC - Salivary Gland","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0005","FNAC - Soft Tissue","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0006","FNAC - Other Site","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0007","Pap Smear - Conventional","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0008","Pap Smear - Liquid Based Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0009","Pleural Fluid Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0010","Ascitic Fluid Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0011","Pericardial Fluid Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0012","CSF Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0013","Urine Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0014","Sputum Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0015","BAL Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0016","Brush Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0017","Imprint Cytology","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CYT-0018","Cell Block Preparation","Cytopathology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0001","TSH","Hormones","500.00","50000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0002","Free T4 (FT4)","Hormones","550.00","55000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0003","Free T3 (FT3)","Hormones","550.00","55000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0004","Total T4","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0005","Total T3","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0006","Anti-TPO Antibody","Hormones","2000.00","200000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538971+00:00","FALSE"
"END-0007","Anti-Thyroglobulin Antibody","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0008","Thyroglobulin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0009","TSH Receptor Antibody (TRAb)","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0010","Thyroid Stimulating Immunoglobulin (TSI)","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0011","PTH, Intact","Hormones","3000.00","300000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539311+00:00","FALSE"
"END-0012","Calcitonin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0013","Cortisol, 8 AM","Hormones","2500.00","250000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539102+00:00","FALSE"
"END-0014","Cortisol, 4 PM","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0015","ACTH","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0016","DHEA-S","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0017","DHEA","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0018","Aldosterone","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0019","Plasma Renin Activity","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0020","Direct Renin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0021","Aldosterone/Renin Ratio","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0022","Growth Hormone (GH)","Hormones","2000.00","200000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539258+00:00","FALSE"
"END-0023","IGF-1","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0024","IGFBP-3","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0025","Prolactin","Hormones","800.00","80000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0026","Macroprolactin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0027","FSH","Hormones","800.00","80000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0028","LH","Hormones","800.00","80000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0029","Estradiol (E2)","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0030","Progesterone","Hormones","2500.00","250000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539083+00:00","FALSE"
"END-0031","Testosterone, Total","Hormones","1200.00","120000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0032","Testosterone, Free","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0033","SHBG","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0034","Free Androgen Index","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0035","Androstenedione","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0036","17-OH Progesterone","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0037","AMH","Hormones","3500.00","350000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0038","Inhibin B","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0039","Beta-hCG, Quantitative","Hormones","1000.00","100000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"END-0040","Beta-hCG, Qualitative","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0041","Insulin, Fasting","Hormones","3000.00","300000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539277+00:00","FALSE"
"END-0042","Insulin, Postprandial","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0043","C-Peptide, Fasting","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0044","C-Peptide, Postprandial","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0045","HOMA-IR","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0046","Leptin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0047","Adiponectin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0048","Erythropoietin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0049","Gastrin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0050","Insulin-like Growth Factor 2","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0051","Chromogranin A","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0052","Serotonin, Serum","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0053","Melatonin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0054","ADH / Vasopressin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0055","Copeptin","Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0056","Oral Glucose Tolerance Test (75 g)","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0057","Gestational OGTT 75 g","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0058","Glucose Challenge Test 50 g","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0059","Dexamethasone Suppression Test - Overnight","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0060","Low Dose Dexamethasone Suppression Test","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0061","High Dose Dexamethasone Suppression Test","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0062","ACTH Stimulation Test","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0063","Growth Hormone Suppression Test","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0064","Growth Hormone Stimulation Test","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0065","Water Deprivation Test","Dynamic Function Tests","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0066","Free T4 by Equilibrium Dialysis","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0067","Reverse T3","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0068","Thyroxine Binding Globulin","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0069","IGF Binding Protein 1","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0070","Free Cortisol, Serum","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0071","Salivary Cortisol, Morning","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0072","Salivary Cortisol, Midnight","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0073","17-Hydroxypregnenolone","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0074","11-Deoxycortisol","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0075","Deoxycorticosterone","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0076","Pregnenolone","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0077","Estrone (E1)","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0078","Estriol (E3)","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0079","Dihydrotestosterone","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0080","Free Testosterone by Equilibrium Dialysis","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0081","Inhibin A","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0082","Anti-Mullerian Hormone - Pediatric","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0083","Proinsulin","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0084","Glucagon","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"END-0085","Pancreatic Polypeptide","Special Hormones","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0001","Conventional Karyotyping - Peripheral Blood","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0002","Conventional Karyotyping - Bone Marrow","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0003","FISH - BCR/ABL1","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0004","FISH - PML/RARA","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0005","FISH - HER2","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0006","FISH - ALK","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0007","FISH - ROS1","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0008","FISH - 1p/19q Codeletion","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0009","FISH - MYC","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0010","FISH - BCL2","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0011","FISH - BCL6","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0012","FISH - EWSR1","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0013","FISH - SS18","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0014","FISH - MDM2","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0015","FISH - DDIT3","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0016","FISH - RET","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0017","FISH - NTRK","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0018","Chromosomal Microarray","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0019","Whole Exome Sequencing","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0020","Targeted Clinical Exome","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0021","Carrier Screening Panel","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0022","Thalassemia Mutation Analysis","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0023","HFE Hemochromatosis Mutation","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0024","Factor V Leiden Mutation","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0025","Prothrombin G20210A Mutation","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0026","MTHFR C677T/A1298C","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0027","HLA-B27 Genotyping","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0028","HLA-B*57:01","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0029","HLA-B*15:02","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0030","HLA Typing Class I","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"GEN-0031","HLA Typing Class II","Genetic Testing","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0001","Complete Blood Count (CBC)","General Hematology","400.00","40000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.225049+00:00","FALSE"
"HEM-0002","Hemoglobin (Hb)","General Hematology","100.00","10000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.225666+00:00","FALSE"
"HEM-0003","Hematocrit (HCT/PCV)","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0004","RBC Count","General Hematology","300.00","30000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538541+00:00","FALSE"
"HEM-0005","WBC Count / TLC","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0006","Platelet Count","General Hematology","150.00","15000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.225689+00:00","FALSE"
"HEM-0007","MCV","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0008","MCH","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0009","MCHC","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0010","RDW-CV","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0011","RDW-SD","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0012","MPV","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0013","PDW","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0014","PCT (Plateletcrit)","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0015","Neutrophil %","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0016","Lymphocyte %","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0017","Monocyte %","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0018","Eosinophil %","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0019","Basophil %","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0020","Absolute Neutrophil Count","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0021","Absolute Lymphocyte Count","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0022","Absolute Eosinophil Count","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0023","Reticulocyte Count","General Hematology","500.00","50000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538558+00:00","FALSE"
"HEM-0024","Absolute Reticulocyte Count","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0025","Immature Reticulocyte Fraction","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0026","Peripheral Blood Smear","General Hematology","300.00","30000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.225851+00:00","FALSE"
"HEM-0027","ESR (Westergren)","General Hematology","100.00","10000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.225884+00:00","FALSE"
"HEM-0028","Malarial Parasite Smear","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0029","Sickling Test","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0030","Osmotic Fragility Test","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0031","G6PD Screen","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0032","G6PD Quantitative","General Hematology","6000.00","600000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539241+00:00","FALSE"
"HEM-0033","Hb Electrophoresis","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0034","HbA2","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0035","HbF","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"HEM-0036","Heinz Bodies","General Hematology","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
